#DrugBank-ID,Drug-name,HPO-ID,Symptom
328,indomethacin,1370,rheumatoid arthritis
328,indomethacin,1997,gout
328,indomethacin,2758,osteoarthritis
328,indomethacin,11009,acute
328,indomethacin,11010,chronic
328,indomethacin,12531,pain
328,indomethacin,12826,moderate
328,indomethacin,12828,severe
328,indomethacin,25232,bursitis
330,ethambutol,32262,pulmonary tuberculosis
331,metformin,819,diabetes mellitus
331,metformin,1824,weight loss
331,metformin,1941,acidosis
331,metformin,1943,hypoglycemia
331,metformin,2014,diarrhea
331,metformin,2018,nausea
331,metformin,3128,lactic acidosis
331,metformin,11009,acute
331,metformin,12828,severe
331,metformin,410281,dyspepsia
332,ipratropium,2097,emphysema
332,ipratropium,4469,chronic bronchitis
332,ipratropium,11010,chronic
332,ipratropium,12384,rhinitis
332,ipratropium,12387,bronchitis
332,ipratropium,25428,bronchospasm
333,methadone,12531,pain
333,methadone,12735,cough
333,methadone,25297,prolonged
334,olanzapine,11009,acute
334,olanzapine,11856,pica
334,olanzapine,100753,schizophrenia
335,atenolol,1681,angina pectoris
336,nitrofural,999,pyoderma
336,nitrofural,11856,pica
337,pimecrolimus,964,eczema
337,pimecrolimus,1047,atopic dermatitis
337,pimecrolimus,11856,pica
337,pimecrolimus,12825,mild
337,pimecrolimus,12826,moderate
338,omeprazole,2020,gastroesophageal reflux
338,omeprazole,2044,zollinger-ellison syndrome
338,omeprazole,2588,duodenal ulcer
338,omeprazole,2592,gastric ulcer
338,omeprazole,100495,mastocytosis
338,omeprazole,100633,esophagitis
340,metixene,1300,parkinsonism
341,cetirizine,1025,urticaria
341,cetirizine,2099,asthma
341,cetirizine,2329,drowsiness
341,cetirizine,3193,allergic rhinitis
341,cetirizine,11010,chronic
341,cetirizine,12384,rhinitis
341,cetirizine,410133,chronic idiopathic urticaria
342,terfenadine,1945,fever
342,terfenadine,3193,allergic rhinitis
342,terfenadine,11675,arrhythmia
342,terfenadine,12384,rhinitis
343,diltiazem,822,hypertension
344,protriptyline,16,urinary retention
344,protriptyline,622,blurred vision
344,protriptyline,2019,constipation
344,protriptyline,11010,chronic
344,protriptyline,30645,central
346,alfuzosin,8711,benign prostatic hyperplasia
347,trimethadione,1250,seizure
347,trimethadione,31375,refractory
349,clobazam,1250,seizure
350,minoxidil,822,hypertension
350,minoxidil,1596,alopecia
350,minoxidil,11856,pica
350,minoxidil,12828,severe
350,minoxidil,30646,peripheral
351,megestrol acetate,1824,weight loss
351,megestrol acetate,2039,anorexia
351,megestrol acetate,2721,immunodeficiency
351,megestrol acetate,4326,cachexia
351,megestrol acetate,12125,prostate cancer
351,megestrol acetate,31796,recurrent
352,tioguanine,1909,leukemia
352,tioguanine,2488,acute leukemia
352,tioguanine,11009,acute
354,buclizine,2013,vomiting
354,buclizine,2018,nausea
354,buclizine,2321,vertigo
355,aztreonam,11947,respiratory tract infection
356,chlorzoxazone,3394,muscle spasm
356,chlorzoxazone,11009,acute
356,chlorzoxazone,12531,pain
356,chlorzoxazone,30645,central
357,aminoglutethimide,2664,neoplasm
357,aminoglutethimide,12125,prostate cancer
357,aminoglutethimide,30731,carcinoma
358,mefloquine,11009,acute
358,mefloquine,12825,mild
358,mefloquine,12826,moderate
359,sulfadiazine,1287,meningitis
359,sulfadiazine,1945,fever
359,sulfadiazine,2721,immunodeficiency
361,vinorelbine,2665,lymphoma
361,vinorelbine,10614,fibroma
361,vinorelbine,12189,hodgkin lymphoma
361,vinorelbine,31375,refractory
361,vinorelbine,31796,recurrent
361,vinorelbine,100033,tics
362,anidulafungin,2586,peritonitis
362,anidulafungin,25615,abscess
363,clozapine,11856,pica
363,clozapine,12234,agranulocytosis
363,clozapine,30645,central
363,clozapine,32310,granulocytosis
363,clozapine,100753,schizophrenia
364,sucralfate,2588,duodenal ulcer
364,sucralfate,2592,gastric ulcer
364,sucralfate,11009,acute
365,grepafloxacin,1699,sudden death
365,grepafloxacin,2090,pneumonia
365,grepafloxacin,12825,mild
365,grepafloxacin,12826,moderate
366,doxylamine,1300,parkinsonism
366,doxylamine,12393,allergy
367,levonorgestrel,30127,endometriosis
368,norepinephrine,2615,hypotension
368,norepinephrine,20034,diffuse
368,norepinephrine,25282,dull
368,norepinephrine,30645,central
368,norepinephrine,31273,shock
369,cidofovir,2721,immunodeficiency
369,cidofovir,32118,retinitis
370,mirtazapine,12826,moderate
370,mirtazapine,12828,severe
371,meprobamate,739,anxiety
371,meprobamate,1250,seizure
371,meprobamate,100785,insomnia
372,thiethylperazine,2013,vomiting
372,thiethylperazine,2017,nausea and vomiting
372,thiethylperazine,2018,nausea
372,thiethylperazine,2321,vertigo
372,thiethylperazine,12825,mild
373,timolol,501,glaucoma
373,timolol,1259,coma
373,timolol,1337,tremor
373,timolol,2076,migraine
373,timolol,2315,headache
373,timolol,40283,occasional
374,treprostinil,822,hypertension
374,treprostinil,2092,pulmonary arterial hypertension
375,colestipol,3124,hypercholesterolemia
376,trihexyphenidyl,30645,central
377,palonosetron,2013,vomiting
377,palonosetron,2017,nausea and vomiting
377,palonosetron,2018,nausea
377,palonosetron,11009,acute
377,palonosetron,12826,moderate
379,mexiletine,1649,tachycardia
379,mexiletine,1663,ventricular fibrillation
379,mexiletine,4756,ventricular tachycardia
380,dexrazoxane,1638,cardiomyopathy
380,dexrazoxane,3198,myopathy
380,dexrazoxane,12824,severity
381,amlodipine,822,hypertension
381,amlodipine,11010,chronic
381,amlodipine,12531,pain
381,amlodipine,30645,central
381,amlodipine,31915,stable
382,tacrine,726,dementia
382,tacrine,12825,mild
382,tacrine,12826,moderate
382,tacrine,30645,central
383,oxyphencyclimine,3394,muscle spasm
383,oxyphencyclimine,4398,peptic ulcer
384,triamterene,100,nephrotic syndrome
384,triamterene,859,hyperaldosteronism
384,triamterene,969,edema
384,triamterene,1394,cirrhosis
384,triamterene,1635,congestive heart failure
384,triamterene,11741,secondary hyperaldosteronism
384,triamterene,12825,mild
387,procyclidine,1300,parkinsonism
388,phenylephrine,1649,tachycardia
388,phenylephrine,2615,hypotension
388,phenylephrine,4755,supraventricular tachycardia
388,phenylephrine,4756,ventricular tachycardia
388,phenylephrine,4763,paroxysmal supraventricular tachycardia
388,phenylephrine,30148,heart murmur
388,phenylephrine,31273,shock
388,phenylephrine,32551,hemorrhoids
389,carbimazole,836,hyperthyroidism
390,digoxin,1635,congestive heart failure
390,digoxin,5110,atrial fibrillation
390,digoxin,11675,arrhythmia
391,sulpiride,100753,schizophrenia
392,ethopropazine,1300,parkinsonism
392,ethopropazine,12828,severe
393,nimodipine,2138,subarachnoid hemorrhage
393,nimodipine,12824,severity
393,nimodipine,30646,peripheral
393,nimodipine,30716,acrania
394,beclomethasone dipropionate,2099,asthma
394,beclomethasone dipropionate,3193,allergic rhinitis
394,beclomethasone dipropionate,11856,pica
394,beclomethasone dipropionate,12384,rhinitis
394,beclomethasone dipropionate,12825,mild
394,beclomethasone dipropionate,12826,moderate
394,beclomethasone dipropionate,12834,right
394,beclomethasone dipropionate,100280,crohn's disease
395,carisoprodol,3394,muscle spasm
395,carisoprodol,11009,acute
395,carisoprodol,12531,pain
395,carisoprodol,30645,central
396,progesterone,141,amenorrhea
396,progesterone,869,secondary amenorrhea
396,progesterone,12114,endometrial carcinoma
396,progesterone,30731,carcinoma
397,phenylpropanolamine,20,urinary incontinence
397,phenylpropanolamine,1513,obesity
397,phenylpropanolamine,200023,priapism
398,sorafenib,1402,hepatocellular carcinoma
398,sorafenib,5584,renal cell carcinoma
398,sorafenib,30731,carcinoma
399,zoledronic acid,939,osteoporosis
399,zoledronic acid,3072,hypercalcemia
399,zoledronic acid,6775,multiple myeloma
399,zoledronic acid,12125,prostate cancer
399,zoledronic acid,12531,pain
401,nisoldipine,822,hypertension
402,eszopiclone,100785,insomnia
403,ceruletide,2590,paralytic ileus
403,ceruletide,2595,ileus
403,ceruletide,12830,position
404,alprazolam,739,anxiety
404,alprazolam,756,agoraphobia
404,alprazolam,12837,generalized
405,dexbrompheniramine,1025,urticaria
405,dexbrompheniramine,1945,fever
407,ardeparin,2204,pulmonary embolism
407,ardeparin,4936,venous thrombosis
408,loxapine,100753,schizophrenia
409,remoxipride,11856,pica
409,remoxipride,100753,schizophrenia
410,mupirocin,11856,pica
411,carbachol,501,glaucoma
411,carbachol,1259,coma
412,rosiglitazone,819,diabetes mellitus
412,rosiglitazone,855,insulin resistance
413,pramipexole,2315,headache
413,pramipexole,12199,cluster headache
413,pramipexole,12452,restless legs
414,acetohexamide,819,diabetes mellitus
414,acetohexamide,3674,onset
415,ampicillin,1287,meningitis
416,metocurine iodide,12826,moderate
416,metocurine iodide,30646,peripheral
417,phenoxymethylpenicillin,1945,fever
417,phenoxymethylpenicillin,2090,pneumonia
417,phenoxymethylpenicillin,11947,respiratory tract infection
417,phenoxymethylpenicillin,12825,mild
417,phenoxymethylpenicillin,12826,moderate
417,phenoxymethylpenicillin,12828,severe
417,phenoxymethylpenicillin,31109,agalactia
417,phenoxymethylpenicillin,32169,severe infection
418,secobarbital,100785,insomnia
419,miglustat,3676,progressive
419,miglustat,12393,allergy
419,miglustat,12825,mild
419,miglustat,12826,moderate
420,promazine,711,restlessness
420,promazine,713,agitation
420,promazine,12826,moderate
420,promazine,12828,severe
421,spironolactone,100,nephrotic syndrome
421,spironolactone,822,hypertension
421,spironolactone,969,edema
421,spironolactone,1007,hirsutism
421,spironolactone,1061,acne
421,spironolactone,1394,cirrhosis
421,spironolactone,1635,congestive heart failure
421,spironolactone,2900,hypokalemia
421,spironolactone,12839,distal
421,spironolactone,31375,refractory
422,methylphenidate,712,emotional lability
422,methylphenidate,736,short attention span
422,methylphenidate,752,hyperactivity
422,methylphenidate,11856,pica
422,methylphenidate,12826,moderate
422,methylphenidate,12828,severe
422,methylphenidate,30050,narcolepsy
422,methylphenidate,30645,central
422,methylphenidate,100710,impulsivity
423,methocarbamol,3394,muscle spasm
423,methocarbamol,11009,acute
423,methocarbamol,12531,pain
423,methocarbamol,30645,central
424,hyoscyamine,1733,pancreatitis
424,hyoscyamine,4398,peptic ulcer
424,hyoscyamine,12384,rhinitis
425,zolpidem,1250,seizure
425,zolpidem,31358,vegetative state
425,zolpidem,100785,insomnia
426,famciclovir,11009,acute
426,famciclovir,31796,recurrent
426,famciclovir,32157,recurrent genital herpes
427,triprolidine,509,conjunctivitis
427,triprolidine,969,edema
427,triprolidine,1025,urticaria
427,triprolidine,2099,asthma
427,triprolidine,2329,drowsiness
427,triprolidine,3193,allergic rhinitis
427,triprolidine,7879,allergic conjunctivitis
427,triprolidine,12384,rhinitis
427,triprolidine,12735,cough
427,triprolidine,12825,mild
427,triprolidine,100665,angioedema
428,streptozocin,2664,neoplasm
428,streptozocin,30731,carcinoma
429,carboprost tromethamine,1788,premature rupture of membranes
430,cefpiramide,12828,severe
430,cefpiramide,32169,severe infection
431,lindane,11856,pica
432,trifluridine,491,keratitis
432,trifluridine,509,conjunctivitis
432,trifluridine,1096,keratoconjunctivitis
432,trifluridine,31796,recurrent
433,prochlorperazine,739,anxiety
433,prochlorperazine,2013,vomiting
433,prochlorperazine,2017,nausea and vomiting
433,prochlorperazine,2018,nausea
433,prochlorperazine,2321,vertigo
433,prochlorperazine,12828,severe
433,prochlorperazine,12837,generalized
434,cyproheptadine,509,conjunctivitis
434,cyproheptadine,969,edema
434,cyproheptadine,1025,urticaria
434,cyproheptadine,3193,allergic rhinitis
434,cyproheptadine,7879,allergic conjunctivitis
434,cyproheptadine,12384,rhinitis
434,cyproheptadine,12825,mild
434,cyproheptadine,100665,angioedema
434,cyproheptadine,410135,cold urticaria
435,nitric oxide,2878,respiratory failure
436,bendroflumethiazide,822,hypertension
436,bendroflumethiazide,969,edema
436,bendroflumethiazide,1056,milia
436,bendroflumethiazide,2153,hyperkalemia
437,allopurinol,112,nephropathy
437,allopurinol,1997,gout
437,allopurinol,2149,hyperuricemia
437,allopurinol,31796,recurrent
438,ceftazidime,1287,meningitis
438,ceftazidime,2586,peritonitis
438,ceftazidime,11947,respiratory tract infection
438,ceftazidime,30645,central
439,cerivastatin,3124,hypercholesterolemia
439,cerivastatin,3201,rhabdomyolysis
439,cerivastatin,12828,severe
440,trimethoprim,24,prostatitis
440,trimethoprim,123,nephritis
440,trimethoprim,2014,diarrhea
440,trimethoprim,2090,pneumonia
440,trimethoprim,11009,acute
440,trimethoprim,11947,respiratory tract infection
440,trimethoprim,12330,pyelonephritis
440,trimethoprim,12387,bronchitis
440,trimethoprim,12461,bacteriuria
440,trimethoprim,12786,recurrent cystitis
440,trimethoprim,12825,mild
440,trimethoprim,20102,pneumocystis jirovecii pneumonia
440,trimethoprim,31796,recurrent
441,gemcitabine,508,ptosis
441,gemcitabine,2665,lymphoma
441,gemcitabine,30731,carcinoma
442,entecavir,11010,chronic
442,entecavir,12115,hepatitis
442,entecavir,200123,chronic hepatitis
443,betamethasone,969,edema
443,betamethasone,1287,meningitis
443,betamethasone,2181,cerebral edema
443,betamethasone,8221,adrenal hyperplasia
443,betamethasone,8258,congenital adrenal hyperplasia
443,betamethasone,11856,pica
444,teniposide,11009,acute
444,teniposide,31375,refractory
446,chloramphenicol,509,conjunctivitis
446,chloramphenicol,2014,diarrhea
447,loracarbef,123,nephritis
447,loracarbef,246,sinusitis
447,loracarbef,2090,pneumonia
447,loracarbef,4469,chronic bronchitis
447,loracarbef,11010,chronic
447,loracarbef,11110,tonsillitis
447,loracarbef,12330,pyelonephritis
447,loracarbef,12387,bronchitis
447,loracarbef,100033,tics
448,lansoprazole,4398,peptic ulcer
449,dipivefrin,501,glaucoma
449,dipivefrin,1259,coma
449,dipivefrin,11010,chronic
450,droperidol,713,agitation
450,droperidol,2013,vomiting
450,droperidol,2017,nausea and vomiting
450,droperidol,2018,nausea
450,droperidol,11009,acute
451,levothyroxine,821,hypothyroidism
451,levothyroxine,853,goiter
451,levothyroxine,969,edema
451,levothyroxine,1259,coma
451,levothyroxine,11010,chronic
451,levothyroxine,30646,peripheral
451,levothyroxine,100646,thyroiditis
452,framycetin,498,blepharitis
453,clomocycline,1061,acne
453,clomocycline,4469,chronic bronchitis
453,clomocycline,11010,chronic
453,clomocycline,12387,bronchitis
454,pethidine,12531,pain
454,pethidine,12826,moderate
454,pethidine,12828,severe
454,pethidine,25297,prolonged
455,loratadine,989,pruritus
455,loratadine,1025,urticaria
455,loratadine,2329,drowsiness
455,loratadine,3193,allergic rhinitis
455,loratadine,10783,erythema
455,loratadine,11010,chronic
455,loratadine,12384,rhinitis
455,loratadine,30645,central
455,loratadine,410133,chronic idiopathic urticaria
457,prazosin,822,hypertension
457,prazosin,1635,congestive heart failure
457,prazosin,2666,pheochromocytoma
457,prazosin,8711,benign prostatic hyperplasia
457,prazosin,12828,severe
457,prazosin,30646,peripheral
457,prazosin,100033,tics
458,imipramine,16,urinary retention
458,imipramine,622,blurred vision
458,imipramine,752,hyperactivity
458,imipramine,756,agoraphobia
458,imipramine,805,enuresis
458,imipramine,2019,constipation
458,imipramine,11009,acute
458,imipramine,11010,chronic
458,imipramine,11856,pica
458,imipramine,12531,pain
458,imipramine,25301,nocturnal
458,imipramine,30645,central
458,imipramine,100739,bulimia
458,imipramine,100753,schizophrenia
459,acitretin,12828,severe
460,verteporfin,545,myopia
460,verteporfin,608,macular degeneration
460,verteporfin,11506,choroidal neovascularization
460,verteporfin,31241,subfoveal choroidal neovascularization
460,verteporfin,32256,histoplasmosis
461,nabumetone,1369,arthritis
461,nabumetone,1370,rheumatoid arthritis
461,nabumetone,2758,osteoarthritis
461,nabumetone,11009,acute
461,nabumetone,11010,chronic
462,methylscopolamine bromide,2013,vomiting
462,methylscopolamine bromide,2017,nausea and vomiting
462,methylscopolamine bromide,2018,nausea
462,methylscopolamine bromide,4398,peptic ulcer
462,methylscopolamine bromide,100033,tics
464,sodium tetradecyl sulfate,2619,varicose veins
464,sodium tetradecyl sulfate,32551,hemorrhoids
465,ketorolac,11009,acute
465,ketorolac,12531,pain
465,ketorolac,12826,moderate
465,ketorolac,12828,severe
466,picrotoxin,2098,respiratory distress
467,enoxacin,2090,pneumonia
468,quinine,2486,myotonia
468,quinine,12825,mild
468,quinine,25301,nocturnal
469,tenoxicam,1369,arthritis
469,tenoxicam,1370,rheumatoid arthritis
469,tenoxicam,2758,osteoarthritis
469,tenoxicam,11009,acute
469,tenoxicam,12531,pain
470,dronabinol,1824,weight loss
470,dronabinol,2013,vomiting
470,dronabinol,2017,nausea and vomiting
470,dronabinol,2018,nausea
470,dronabinol,2039,anorexia
470,dronabinol,12531,pain
470,dronabinol,30645,central
470,dronabinol,30646,peripheral
471,montelukast,2099,asthma
471,montelukast,11009,acute
471,montelukast,12393,allergy
472,fluoxetine,713,agitation
472,fluoxetine,726,dementia
472,fluoxetine,739,anxiety
472,fluoxetine,756,agoraphobia
472,fluoxetine,2018,nausea
472,fluoxetine,2300,mutism
472,fluoxetine,2315,headache
472,fluoxetine,2329,drowsiness
472,fluoxetine,3326,myalgia
472,fluoxetine,11009,acute
472,fluoxetine,11010,chronic
472,fluoxetine,12531,pain
472,fluoxetine,12825,mild
472,fluoxetine,12826,moderate
472,fluoxetine,12828,severe
472,fluoxetine,40282,frequent
472,fluoxetine,100739,bulimia
473,hexylcaine,360,tinnitus
473,hexylcaine,2315,headache
475,chlordiazepoxide,739,anxiety
475,chlordiazepoxide,11009,acute
475,chlordiazepoxide,30955,alcoholism
476,duloxetine,20,urinary incontinence
476,duloxetine,739,anxiety
476,duloxetine,3326,myalgia
476,duloxetine,9830,peripheral neuropathy
476,duloxetine,10992,stress urinary incontinence
